"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205"
"895",8112,9942,15102,15999,16908,17796,18718,19591,20435,21356,22257,23127,24000,24920,25851,26747,27660,28565,29494,30422,31321,32226,33157,34085,34986,35914,36843,37726,38646,39536,40437,41363,42246,43136,44040,44938,45815,46733,47654,48575,49495,50388,51305,52171,53082,53942,54808,55686,56576,57469,58335,59204,60087,60968,61837,62707,63598,64521,65432,66334,67221,68097,69000,69877,70784,71713,72590,73437,74316,75196,76059,76975,77867,78739,79623,80523,81396,82287,83207,84128,85043,85921,86803,87691,88595,89495,90396,91269,92191,93113,93996,94889,95800,96724,98500,99428,100333,101203,102058,102925,103804,104695,105564,106485,107416,108346,109238,110118,111009,111928,112811,113651,115450,116329,117211,118122,118987,119848,120751,121670,122547,123434,124298,125172,126042,126960,127859,128756,129650,130571,131486,132374,133249,134126,134998,135865,136770,137670,138579,139456,140373,141241,142116,143000,143880,144781,145654,146511,147425,148348,149250,150170,151050,151925,152821,153728,154655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896",5196,15103,16000,16909,17797,18719,19592,20436,21357,22258,23128,24001,24921,25852,26748,27661,28566,29495,30423,31322,32227,33158,34086,34987,35915,36844,37727,38647,39537,40438,41364,42247,43137,44041,44939,45816,46734,47655,48576,49496,50389,51306,52172,53083,53943,54809,55687,56577,57470,58336,59205,60088,60969,61838,62708,63599,64522,65433,66335,67222,69001,69878,70785,71714,72591,73438,74317,75197,76060,76976,77868,78740,79624,80524,81397,82288,83208,84129,85044,85922,86804,87692,88596,89496,90397,91270,92192,93114,93997,94890,95801,96725,97597,98501,99429,100334,101204,102059,102926,103805,104696,105565,106486,107417,108347,109239,110119,111010,111929,112812,113652,114530,115451,116330,117212,118123,118988,119849,120752,121671,122548,123435,124299,125173,126043,126961,127860,128757,129651,130572,131487,132375,133250,134127,134999,135866,136771,137671,138580,139457,140374,141242,142117,143001,143881,144782,145655,146512,147426,148349,149251,150171,151051,151926,152822,153729,154656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897",142,316,380,660,717,919,1033,1093,1238,1309,1496,1660,1712,1766,1902,2222,2625,3066,3170,3361,3868,3958,4207,4529,4645,4743,4869,4951,5052,5594,5724,6059,6124,6722,6785,6849,6910,7020,7120,7206,7387,7472,7583,7644,7703,7812,8145,8224,8478,8945,9059,9118,9176,9227,9319,9518,9584,9702,9865,9971,10031,10240,10312,10437,10563,10654,10717,10950,11024,11154,11272,11343,11442,11521,11677,11744,11838,11949,12049,12199,12349,12404,12569,12673,12978,13071,13182,13259,13377,13504,13575,13895,13996,14174,14235,15104,16910,19593,22259,25853,28567,29496,31323,34988,36845,37728,38648,40439,41365,42248,43138,44940,45817,46735,47656,48577,51307,53084,53944,54810,55688,58337,60089,60970,64523,68098,69002,69879,70786,71715,74318,75198,77869,78741,79625,80525,81398,88597,94891,95802,96726,99430,100335,102060,102927,103806,110120,116331,122549,129652,137672,140375,141243,148350,149252,150172,152823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898",8774,15105,16001,16911,17798,18720,19594,20437,21358,22260,23129,24002,24922,25854,26749,27662,28568,29497,30424,31324,32228,33159,34087,34989,35916,36846,37729,38649,39538,40440,41366,42249,43139,44042,44941,45818,46736,47657,48578,49497,50390,51308,52173,53085,53945,54811,55689,56578,57471,58338,59206,60090,60971,61839,62709,63600,64524,65434,66336,67223,68099,69003,69880,70787,71716,72592,73439,74319,75199,76061,76977,77870,78742,79626,80526,81399,82289,83209,84130,85045,85923,86805,87693,88598,89497,90398,91271,92193,93115,93998,94892,95803,96727,97598,98502,99431,100336,101205,102061,102928,104697,105566,106487,107418,108348,109240,110121,111011,111930,112813,113653,114531,115452,116332,117213,118124,118989,119850,120753,121672,122550,123436,124300,125174,126044,126962,127861,128758,129653,130573,131488,132376,133251,134128,135000,135867,136772,137673,138581,139458,140376,141244,142118,143002,143882,144783,145656,146513,147427,148351,149253,150173,151052,151927,152824,153730,154657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899",8084,8415,15106,16002,16912,17799,18721,19595,20438,21359,22261,23130,24003,24923,25855,26750,27663,28569,29498,30425,31325,32229,33160,34088,34990,35917,36847,37730,38650,39539,40441,41367,42250,43140,44043,44942,45819,46737,47658,48579,49498,50391,51309,52174,53086,53946,54812,55690,56579,57472,58339,59207,60091,60972,61840,62710,63601,64525,65435,66337,67224,68100,69004,69881,70788,71717,72593,73440,74320,75200,76062,76978,77871,78743,79627,80527,81400,82290,83210,84131,85046,85924,86806,87694,88599,89498,90399,91272,92194,93116,93999,94893,95804,96728,98503,99432,100337,102062,102929,103807,104698,105567,106488,107419,108349,109241,110122,111012,111931,112814,113654,114532,115453,116333,117214,118125,118990,119851,120754,121673,122551,123437,124301,125175,126045,126963,127862,128759,129654,130574,131489,132377,133252,134129,135001,135868,136773,137674,138582,139459,140377,141245,142119,143003,143883,144784,145657,146514,147428,148352,149254,150174,151053,151928,152825,153731,154658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900",15,120,1017,2610,3346,3947,4784,5136,5223,5339,5470,6108,6203,6312,6506,6615,6833,16913,17800,18722,19596,20439,21360,22262,23131,24924,25856,26751,27664,28570,29499,30426,31326,32230,33161,34089,34991,35918,36848,37731,38651,39540,40442,41368,42251,43141,44943,45820,46738,47659,48580,49499,50392,51310,53087,53947,54813,55691,56580,58340,59208,60092,60973,61841,62711,63602,65436,66338,67225,70789,72594,73441,74321,75201,76063,79628,82291,83211,85047,85925,86807,87695,88600,89499,90400,91273,92195,93117,94000,94894,95805,96729,97599,98504,99433,100338,101206,102063,102930,103808,104699,105568,106489,107420,108350,109242,110123,111013,111932,112815,113655,114533,115454,116334,117215,118126,118991,119852,120755,121674,122552,123438,124302,125176,126046,126964,127863,128760,129655,130575,131490,132378,133253,134130,135002,135869,136774,137675,138583,139460,140378,141246,142120,143004,143884,144785,145658,146515,147429,148353,149255,150175,151054,151929,152826,153732,154659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901",55,222,337,402,523,687,745,941,1042,1105,1257,1330,1390,1447,1502,1592,1666,1718,1788,1860,1922,1966,2064,2129,2243,2311,2362,2466,2558,2651,2738,2847,2914,2974,3101,3191,3258,3374,3427,3560,3689,3783,3892,3971,4100,4227,4322,4434,4543,4671,4745,4820,4897,4977,5053,5160,5263,5363,5453,5507,5620,5731,5859,5939,6079,6148,6222,6351,6430,6527,6656,6726,6808,6871,6918,7042,7140,7226,7309,7407,7489,7601,7648,7709,7816,7921,7981,8056,8170,8249,8307,8385,8501,8630,8747,8857,8964,9067,9142,9194,9249,9321,9446,9523,9592,9725,9889,9996,10054,10164,10264,10335,10463,10587,10660,10726,10848,10951,11066,11166,11296,11355,11465,11636,11683,11770,11866,11974,12065,12226,12360,12428,12519,12574,12702,12754,12886,12986,13096,13207,13284,13388,13531,13598,13651,13734,13809,13921,14002,14120,14196,14240,16003,22263,25857,48581,128761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902",66,217,515,670,724,1039,1099,1258,1313,1448,1504,1591,1849,2060,2132,2467,2728,2900,3017,3083,3237,3375,3785,4215,4657,4746,4877,5055,5161,5262,5380,5428,5486,5598,5733,5840,5943,6149,6223,6528,6747,6789,6852,6911,7025,7216,7587,7900,8042,8229,8293,8372,8948,9250,9322,9426,9524,9708,10033,10165,10265,10336,10588,10657,10849,10952,11067,11179,11280,11466,11637,11698,11746,11845,11953,12206,12353,12409,12520,12591,12746,12887,13003,13097,13191,13285,13385,13578,13640,13735,13810,13922,14024,14103,14182,14241,16004,17801,18723,22264,23132,25858,28571,32231,33162,34090,35919,36849,39541,40443,41369,43142,44044,45821,47660,50393,53088,53948,54814,56581,57473,58341,60093,60974,61842,64526,66339,76064,78744,79629,81401,86808,88601,89500,90401,92196,93118,94001,95806,97600,101207,102064,102931,103809,105569,106490,107421,111933,113656,114534,118992,121675,126965,128762,134131,139461,146516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903",10863,11986,15107,16005,16914,17802,18724,19597,20440,21361,22265,23133,24004,24925,25859,26752,27665,28572,29500,30427,31327,32232,33163,34091,34992,35920,36850,37732,38652,39542,40444,41370,42252,43143,44045,44944,45822,46739,47661,48582,49500,50394,51311,52175,53089,53949,54815,55692,56582,57474,58342,59209,60094,60975,61843,62712,63603,64527,65437,66340,67226,68101,69005,69882,70790,71718,72595,73442,74322,75202,76065,76979,77872,78745,79630,80528,81402,82292,83212,84132,85048,85926,86809,87696,88602,89501,90402,91274,92197,93119,94002,94895,95807,96730,97601,98505,99434,100339,101208,102065,102932,103810,104700,105570,106491,107422,108351,109243,110124,111014,111934,112816,113657,114535,115455,116335,117216,118127,118993,119853,120756,121676,123439,124303,125177,126047,126966,127864,128763,129656,130576,131491,132379,134132,135003,135870,136775,137676,138584,139462,140379,141247,142121,143005,143885,144786,145659,146517,147430,148354,149256,150176,151055,151930,152827,153733,154660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904",3747,15108,16006,16915,17803,18725,19598,20441,21362,22266,23134,24005,24926,25860,26753,27666,28573,29501,30428,31328,32233,33164,34092,34993,35921,36851,37733,38653,39543,40445,41371,42253,43144,44046,44945,45823,46740,47662,48583,49501,50395,51312,52176,53090,53950,54816,56583,57475,58343,59210,60095,60976,61844,62713,63604,64528,65438,66341,67227,68102,69006,69883,70791,71719,72596,73443,74323,75203,76066,76980,77873,78746,79631,80529,81403,82293,83213,84133,85049,85927,86810,87697,88603,89502,90403,91275,92198,93120,94003,94896,95808,96731,97602,98506,99435,100340,101209,102066,102933,103811,104701,105571,106492,107423,108352,109244,110125,111015,111935,112817,113658,114536,115456,116336,117217,118128,118994,119854,120757,121677,122553,123440,124304,125178,126048,126967,127865,128764,129657,130577,131492,132380,133254,134133,135004,135871,136776,137677,138585,139463,140380,141248,142122,143006,143886,144787,145660,146518,147431,148355,149257,150177,151056,151931,152828,153734,154661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905",1259,5178,8387,15109,16007,16916,17804,18726,19599,20442,21363,22267,23135,24006,24927,25861,27667,28574,29502,30429,31329,32234,33165,34093,34994,35922,36852,37734,38654,39544,40446,41372,42254,43145,44047,44946,45824,46741,47663,48584,49502,50396,51313,52177,53091,53951,54817,55693,56584,57476,58344,59211,60096,60977,61845,62714,63605,64529,65439,66342,67228,69007,69884,70792,71720,72597,73444,74324,75204,76067,76981,77874,78747,79632,80530,81404,82294,83214,84134,85050,85928,86811,87698,88604,89503,90404,91276,92199,93121,94004,94897,95809,96732,97603,98507,99436,101210,102067,102934,103812,104702,105572,106493,107424,108353,109245,110126,111016,111936,112818,113659,114537,115457,116337,117218,118129,118995,119855,120758,121678,122554,123441,124305,125179,126049,126968,127866,128765,129658,130578,131493,132381,133255,134134,135005,135872,136777,137678,138586,139464,140381,141249,142123,143007,143887,144788,145661,146519,147432,148356,149258,150178,151057,151932,152829,153735,154662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906",44,140,2638,12407,12490,16917,17805,18727,19600,20443,21364,22268,23136,24007,24928,25862,26754,27668,28575,29503,30430,31330,32235,33166,34094,34995,35923,36853,37735,38655,39545,40447,41373,42255,43146,44947,45825,46742,47664,48585,49503,50397,51314,52178,53092,53952,54818,55694,56585,57477,58345,59212,60097,60978,61846,62715,63606,64530,65440,66343,67229,68103,69008,69885,70793,71721,72598,73445,74325,75205,76068,76982,77875,78748,79633,80531,81405,82295,83215,84135,85051,85929,86812,87699,88605,89504,90405,91277,92200,93122,94005,94898,95810,96733,97604,98508,99437,100341,101211,102068,102935,103813,104703,105573,106494,107425,108354,109246,110127,111017,111937,112819,113660,114538,115458,116338,117219,118130,118996,119856,120759,121679,122555,123442,124306,125180,126050,126969,127867,128766,129659,130579,131494,132382,133256,134135,135006,135873,138587,139465,140382,141250,142124,143008,143888,144789,145662,146520,147433,148357,149259,150179,151058,151933,152830,153736,154663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907",7361,8689,15110,16008,16918,17806,18728,19601,20444,21365,22269,23137,24008,24929,25863,26755,27669,28576,29504,30431,31331,32236,33167,34095,34996,35924,36854,37736,38656,39546,40448,41374,42256,43147,44048,44948,45826,46743,47665,48586,49504,50398,51315,52179,53093,53953,54819,55695,56586,57478,58346,59213,60098,60979,61847,62716,63607,64531,65441,66344,67230,68104,69009,69886,70794,71722,72599,73446,74326,75206,76069,76983,77876,78749,79634,80532,81406,82296,83216,84136,85052,85930,86813,87700,88606,90406,91278,92201,93123,94006,94899,95811,96734,97605,98509,99438,100342,101212,102069,103814,104704,105574,106495,107426,108355,109247,110128,111018,111938,112820,113661,114539,115459,116339,117220,118131,118997,119857,120760,121680,122556,123443,124307,125181,126051,126970,127868,128767,129660,130580,131495,132383,133257,134136,135007,135874,136778,137679,138588,139466,140383,141251,142125,143009,143889,144790,145663,146521,147434,148358,149260,150180,151059,151934,152831,153737,154664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908",34,16009,16919,17807,18729,19602,20445,21366,22270,23138,24009,24930,25864,26756,27670,28577,29505,30432,31332,32237,33168,34096,34997,35925,36855,37737,38657,39547,40449,41375,42257,43148,44049,44949,45827,46744,47666,48587,49505,50399,51316,52180,53094,53954,54820,55696,56587,57479,58347,59214,60099,60980,61848,62717,63608,64532,65442,66345,67231,68105,69010,69887,70795,71723,72600,73447,74327,75207,76070,76984,77877,78750,79635,80533,81407,82297,83217,84137,85053,85931,86814,87701,88607,89505,90407,91279,92202,93124,94007,94900,95812,96735,97606,98510,99439,100343,101213,102070,102936,103815,104705,105575,106496,107427,108356,109248,110129,111019,111939,112821,113662,114540,115460,116340,117221,118132,118998,119858,120761,121681,122557,123444,124308,125182,126052,126971,127869,128768,129661,130581,131496,132384,133258,134137,135008,135875,136779,137680,138589,139467,140384,141252,142126,143010,143890,144791,145664,146522,147435,148359,149261,150181,151060,151935,152832,153738,154665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909",20,16010,16920,17808,18730,19603,20446,21367,22271,23139,24010,24931,25865,26757,27671,28578,29506,30433,31333,32238,33169,34097,34998,35926,36856,37738,38658,39548,40450,41376,42258,43149,44050,44950,45828,46745,47667,48588,49506,50400,51317,52181,53095,53955,54821,55697,56588,57480,58348,59215,60100,60981,61849,62718,63609,64533,65443,66346,67232,68106,69011,69888,70796,71724,72601,73448,74328,75208,76071,76985,77878,78751,79636,80534,81408,82298,83218,84138,85054,85932,86815,87702,88608,89506,90408,91280,92203,93125,94008,94901,95813,96736,97607,98511,99440,100344,101214,102071,102937,103816,104706,105576,106497,107428,108357,109249,110130,111020,111940,112822,113663,114541,115461,116341,117222,118133,118999,119859,120762,121682,122558,123445,124309,125183,126053,126972,127870,128769,129662,130582,131497,132385,133259,134138,135009,135876,136780,137681,138590,139468,140385,141253,142127,143011,143891,144792,145665,146523,147436,148360,149262,150182,151061,151936,152833,153739,154666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910",507,4301,4870,4952,5037,11044,11423,13726,14233,15111,16011,16921,17809,18731,20447,21368,22272,23140,24011,24932,25866,26758,27672,28579,29507,30434,31334,32239,33170,34098,34999,35927,36857,37739,38659,39549,40451,41377,42259,43150,44051,44951,45829,46746,47668,48589,49507,50401,51318,52182,53096,53956,54822,55698,56589,57481,58349,59216,60982,61850,62719,63610,64534,68107,69012,69889,70797,71725,72602,73449,74329,75209,76072,76986,77879,78752,79637,80535,81409,82299,83219,84139,85055,85933,86816,87703,88609,89507,90409,91281,92204,93126,94009,94902,95814,96737,97608,98512,99441,100345,101215,102072,102938,103817,104707,105577,106498,107429,108358,109250,110131,111021,111941,112823,113664,114542,115462,116342,117223,118134,119000,119860,120763,121683,122559,123446,125184,126054,126973,128770,129663,130583,131498,132386,133260,134139,135010,135877,136781,137682,138591,139469,140386,141254,142128,143012,143892,144793,145666,146524,147437,148361,150183,151062,151937,152834,153740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911",11400,13852,15112,16012,16922,17810,18732,19604,20448,21369,22273,23141,24012,24933,25867,26759,27673,28580,29508,30435,31335,32240,33171,34099,35000,35928,36858,37740,38660,39550,40452,41378,42260,43151,44052,44952,45830,46747,47669,48590,49508,50402,51319,52183,53097,53957,54823,55699,56590,57482,58350,59217,60101,60983,61851,62720,63611,64535,65444,66347,67233,68108,69013,69890,70798,71726,72603,73450,74330,75210,76073,76987,77880,78753,79638,80536,81410,82300,83220,84140,85056,85934,86817,87704,88610,89508,90410,91282,92205,93127,94010,94903,95815,96738,97609,98513,99442,100346,101216,102073,102939,103818,104708,105578,106499,107430,108359,109251,110132,111022,111942,112824,113665,114543,115463,116343,117224,118135,119001,119861,120764,121684,122560,123447,124310,125185,126055,126974,128771,129664,130584,131499,132387,133261,134140,135011,135878,136782,137683,138592,139470,140387,141255,142129,143013,143893,144794,145667,146525,147438,148362,149263,150184,151938,152835,153741,154667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912",11401,15113,16013,16923,17811,18733,19605,20449,21370,22274,23142,24013,24934,25868,26760,27674,28581,29509,30436,31336,32241,33172,34100,35001,35929,36859,37741,38661,39551,40453,41379,42261,43152,44053,44953,45831,46748,47670,48591,49509,50403,51320,52184,53098,53958,54824,55700,56591,57483,58351,59218,60102,60984,61852,62721,63612,64536,65445,66348,67234,68109,69014,69891,70799,71727,72604,73451,74331,75211,76074,76988,77881,78754,79639,80537,81411,82301,83221,84141,85057,85935,86818,87705,88611,89509,90411,91283,92206,93128,94011,94904,95816,96739,97610,98514,99443,100347,101217,102074,102940,103819,104709,105579,106500,107431,108360,109252,110133,111023,111943,112825,113666,114544,115464,116344,117225,118136,119002,119862,120765,121685,122561,123448,124311,125186,126056,126975,128772,129665,130585,131500,132388,133262,134141,135012,135879,136783,137684,138593,139471,140388,141256,142130,143014,143894,144795,145668,146526,147439,148363,149264,150185,151063,151939,152836,153742,154668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913",14,4511,5575,6309,6614,16014,16924,17812,18734,19606,20450,21371,22275,23143,24014,24935,25869,26761,27675,28582,29510,30437,31337,32242,33173,34101,35002,35930,36860,37742,38662,39552,40454,41380,42262,43153,44054,44954,45832,46749,47671,48592,49510,50404,51321,52185,53099,53959,54825,55701,56592,57484,58352,59219,60103,60985,62722,63613,64537,65446,66349,67235,68110,69015,69892,70800,71728,73452,74332,75212,76075,76989,77882,79640,80538,82302,83222,84142,85058,85936,86819,87706,88612,89510,90412,91284,92207,93129,94012,94905,95817,96740,97611,98515,99444,100348,101218,102075,102941,103820,104710,105580,106501,107432,108361,109253,110134,111024,111944,112826,113667,114545,115465,116345,117226,118137,119003,119863,120766,121686,122562,123449,124312,125187,126057,126976,127871,128773,129666,130586,131501,132389,133263,134142,135013,135880,136784,137685,138594,139472,140389,141257,142131,143015,143895,144796,145669,146527,147440,148364,149265,150186,151064,151940,152837,153743,154669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914",45,143,223,326,403,516,663,1054,1101,1260,1589,1789,1923,1963,2061,2230,2365,2463,2572,2640,2739,2835,2901,2961,3087,3179,3241,3376,3425,3561,3802,3880,3986,4081,4307,4420,4534,4655,4878,4957,5156,5435,5508,5604,5749,5839,6069,6150,6224,6352,6432,6542,6853,6915,7026,7321,7654,7901,8037,8232,8288,8369,8486,8631,8748,8837,8949,9063,9120,9196,9230,9430,9726,9872,9977,10034,10151,10337,10464,10718,10850,10932,11297,11447,11527,11618,11681,11751,11867,11954,12082,12211,12374,12703,12767,12873,12987,13098,13192,13267,13386,13532,13585,13737,13792,14003,14097,14197,14261,21372,22276,23144,25870,27676,28583,29511,30438,32243,33174,35003,38663,40455,48593,54826,59220,63614,64538,67236,69016,69893,75213,81412,82303,83223,86820,87707,89511,90413,91285,93130,94013,95818,97612,109254,111025,111945,117227,119864,120767,124313,125188,126977,136785,137686,138595,148365,151065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915",50,404,2631,4538,4672,4821,5157,7217,16015,16925,17813,19607,20451,21373,22277,23145,24015,24936,25871,26762,27677,28584,29512,30439,31338,32244,33175,34102,35004,35931,36861,37743,38664,39553,40456,41381,42263,43154,44955,45833,46750,47672,48594,49511,50405,51322,52186,53100,53960,54827,55702,56593,57485,58353,59221,60104,60986,63615,65447,66350,67237,69017,69894,70801,71729,72605,73453,74333,75214,76076,76990,77883,78755,79641,80539,81413,82304,83224,84143,85059,85937,86821,88613,89512,90414,91286,92208,93131,94014,94906,95819,96741,97613,98516,99445,100349,101219,102076,102942,103821,104711,105581,106502,107433,108362,109255,110135,111026,111946,112827,113668,114546,115466,116346,117228,118138,119004,119865,120768,121687,122563,123450,124314,125189,126058,126978,127872,128774,129667,130587,131502,132390,133264,134143,135014,135881,136786,137687,138596,139473,140390,141258,142132,143016,143896,144797,145670,146528,147441,148366,149266,150187,151066,151941,152838,153744,154670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
